image_id,PredictionString
002119,0.961069 14 79.153877 43.380383 142.289566 348.883820 0.686042 19 322.722076 135.055084 386.695221 203.708633 0.714665 14 0.924989 117.906647 25.399509 188.293488 0.985201 14 138.843414 63.578690 222.726852 336.034027 0.761928 14 0.877803 117.351082 27.831417 269.649445 0.993230 14 23.434280 4.257962 138.484863 373.942261 0.778897 4 106.262367 106.499748 121.727806 145.905212
002121,0.985349 14 13.612062 24.320572 180.481995 349.213531
002122,0.518356 17 0.790733 27.619064 266.711975 204.094666 0.614153 17 0.412863 27.957035 267.299469 206.035263 0.504936 8 1.718304 1.163772 267.573395 204.338058
002123,0.970192 15 81.059830 253.494553 126.105858 303.326416 0.549520 15 44.145664 253.870972 126.679749 308.504608 0.941185 15 33.235176 145.365417 83.329140 310.414856
002127,0.529769 17 1.378670 1.860872 420.099365 374.091949 0.502645 17 0.723273 1.835849 421.281708 374.269409
002128,0.964107 1 24.052128 12.103468 400.130798 290.216248
002130,0.885207 1 66.652748 64.955635 379.451813 225.470184
002131,0.897541 11 107.919281 3.303477 276.010071 168.846649
002133,0.927459 11 182.417496 98.732719 319.807648 186.794891
002137,0.502825 14 62.233368 119.263596 105.976875 250.270813 0.871612 16 229.213287 270.323792 279.695404 363.371765 0.873860 14 60.654224 119.771469 104.131233 323.082611 0.866442 16 66.136963 242.364273 152.746918 400.181244 0.860023 16 154.102951 248.445496 217.854645 315.894165 0.501153 14 61.296021 118.157715 104.810081 263.270264 0.869542 16 167.144409 269.632324 231.959854 410.626709
002138,0.951780 11 1.715064 22.764488 293.982513 211.377716
002141,0.981087 6 159.444931 126.094131 211.639969 171.919937 0.945734 11 20.392866 242.434250 180.017761 439.891815 0.978497 6 0.765951 140.607773 31.149389 185.684830 0.986546 14 91.798035 54.222107 161.715607 274.816467 0.929271 6 198.879105 132.480942 224.184555 173.078918 0.980413 6 48.830688 130.829330 98.814598 181.193176 0.934334 14 38.270618 139.847244 53.322758 183.765762
002143,0.987232 6 91.785385 25.042307 455.402557 183.285690
002144,0.605741 4 343.353027 166.785080 383.288574 210.082993 0.913428 14 2.722412 143.216080 272.794189 255.336838 0.827479 2 65.839737 76.131241 278.665466 142.855011 0.652063 14 2.962962 77.232399 272.861725 253.730331 0.520356 4 332.069275 -0.094308 387.573944 99.510109
002147,0.831032 7 53.828552 17.845678 500.561646 327.510437
002148,0.589709 18 1.991175 118.262474 185.472244 251.963272 0.975849 18 42.645977 95.520004 436.040985 315.603149
002149,0.718492 6 77.153740 164.298935 374.062531 278.730499
002150,0.745908 18 4.389837 60.077827 346.719727 328.156158 0.617521 18 117.876427 61.505692 350.827087 324.837189 0.831386 18 2.357900 59.062923 445.537689 328.092499
002154,0.604311 6 144.927032 86.982132 213.948822 108.969521 0.750212 14 35.558277 70.854843 56.313419 98.740860 0.934048 6 339.370239 106.963379 424.681000 170.989899 0.764062 6 2.604961 95.844925 195.230576 196.703766 0.954189 6 405.710236 95.373367 452.191498 145.567810 0.981508 6 38.255379 99.885803 354.193695 292.632202 0.661755 6 324.145233 88.196434 455.437561 147.859482 0.751915 6 2.936177 94.857178 194.319046 205.906921 0.854797 6 445.778290 91.656570 479.764435 128.462570 0.880763 14 44.769875 65.072571 78.790649 97.000496 0.931292 6 2.202898 95.257538 169.019806 199.619247 0.971934 6 324.114685 101.403069 427.130707 171.644135 0.513040 6 0.988171 164.123230 60.904224 333.432739 0.577343 6 158.361115 97.663132 355.420807 185.969376
002157,0.968171 0 41.765659 85.182785 490.948059 215.841827
002159,0.866095 14 91.673409 63.477337 318.144745 374.328278 0.560506 14 155.311905 63.856781 314.821960 285.214386 0.637747 14 103.744522 1.440983 241.788101 294.987030 0.889045 14 13.577104 1.925144 239.978195 374.588684 0.869764 14 13.690129 1.882844 379.509735 374.485077 0.953034 8 3.566932 68.802856 78.906509 209.495438 0.748304 19 80.348152 112.699684 145.142685 174.901291 0.869486 14 88.108452 57.710430 377.443115 374.852234
002160,0.850178 11 164.248886 126.429543 322.409607 298.281708 0.953902 11 2.010800 104.533394 226.271896 253.628418 0.935366 11 164.113297 126.392929 439.747742 312.975342
002161,0.579198 15 1.118855 256.871002 31.734209 345.267120 0.963961 8 138.357178 234.294800 187.402237 309.051147 0.695750 15 1.007989 181.248581 39.703949 253.609253 0.812603 15 1.070457 180.461060 40.413357 343.762573 0.970409 8 176.177429 225.405380 219.815811 301.912842
002162,0.683096 8 2.356723 2.317987 446.163239 374.245239 0.954484 7 84.808174 86.001144 384.648346 297.558868
002164,0.888252 14 269.420288 34.677036 448.207703 345.234131 0.683676 19 216.596649 15.628140 272.562225 56.672016 0.974021 14 227.361496 34.087410 448.745117 345.774780
002167,0.875099 10 2.934828 161.204315 320.965179 333.055267 0.944435 7 67.818550 160.810547 179.556381 332.762848 0.652318 10 156.922470 155.026718 352.940735 332.924591 0.934493 8 298.029602 138.773010 403.048218 332.852051
002168,0.905399 1 89.539062 239.897263 142.341873 321.844696 0.808873 1 124.820969 225.948334 165.973785 284.401611 0.987657 14 403.388611 180.138138 439.669189 305.200775 0.937534 1 329.496643 237.129333 378.834106 293.595337 0.857369 1 200.412460 232.872986 245.823608 305.998108 0.993046 14 198.155579 174.848282 244.419373 283.558899 0.858055 1 265.069458 234.311569 310.074707 301.486969 0.988287 14 146.989166 185.762817 172.150497 259.041412 0.990683 14 99.675774 173.956635 143.855560 296.475037 0.580861 1 165.208878 219.060211 195.190842 252.832718 0.928794 1 379.071930 245.720337 425.429199 302.445679 0.985813 14 263.022736 179.152481 295.539001 285.453735 0.992823 14 320.436920 180.105682 356.074432 293.883698 0.980081 14 288.092926 179.763229 314.391541 284.810242
002173,0.816552 9 43.535412 8.564532 497.457672 333.349243
002175,0.771716 3 1.619980 210.504745 72.872238 248.816528 0.693573 3 1.367014 114.763542 74.821144 247.258347 0.932681 3 159.728683 104.392403 437.428223 221.850754 0.825372 3 238.660950 107.151230 437.648224 214.968048
002177,0.726087 6 208.292969 183.518204 296.993774 253.936783 0.903105 5 1.965795 114.957207 95.672356 189.858887 0.921080 14 389.359741 194.230820 417.002655 222.552261 0.933104 14 110.854713 145.535873 149.601074 196.039886 0.990900 6 2.373613 186.860397 149.136276 319.449738 0.966068 5 102.900742 112.334564 347.748352 240.329361 0.984628 6 239.410400 183.041687 498.679474 300.962921
002185,0.918559 14 272.974640 19.196543 299.557831 56.771324 0.626745 6 76.229073 29.677860 131.059647 61.763260 0.568501 14 371.000427 22.910009 404.521149 73.028084 0.805508 13 163.003082 91.576385 498.189331 330.566620 0.811473 13 286.520844 60.518734 428.829437 136.113693 0.616872 14 336.600708 21.081303 403.488800 155.732803 0.778911 13 1.588831 59.138561 61.521271 107.351212 0.694527 14 341.119904 22.086273 397.826569 71.985168 0.562275 13 66.882675 62.866756 123.456367 103.637886 0.920171 13 41.799484 41.933857 313.200745 254.853729 0.521010 13 39.016293 56.780880 499.436310 329.684235 0.607484 13 160.733704 183.558533 483.325195 331.215668 0.693390 13 284.768280 43.420319 497.925995 219.422668 0.659600 13 161.229050 60.642830 499.005035 330.308411 0.634216 6 294.774963 13.782743 422.212555 74.389839 0.897067 6 294.804321 15.331209 382.181946 74.678940
002188,0.704842 4 296.630432 20.060369 325.828491 81.419250 0.984668 4 323.920013 1.563689 367.019836 98.191780 0.889714 4 212.490234 60.536228 245.435928 137.251251 0.984418 4 249.058319 18.525002 286.075500 135.583282 0.867141 10 0.278175 1.881268 439.820435 373.973389 0.789008 15 255.554291 71.728157 328.839630 159.565536 0.856393 4 298.295227 20.115892 330.487885 88.635826
002189,0.876969 8 1.359288 178.316574 79.285469 303.233032 0.979388 14 16.462114 40.230457 119.591919 174.847290 0.968350 14 69.457054 56.452675 277.960510 327.421509 0.973310 14 94.848244 71.223312 128.779694 110.919746 0.695562 14 69.421814 77.310539 332.276581 326.756348 0.795931 10 58.359756 210.163284 442.592377 375.660004 0.913756 10 63.649265 242.224976 440.887054 375.537079 0.977000 14 207.077286 83.720184 333.107239 262.797607
002195,0.607564 8 346.898041 171.659775 442.542358 360.386475 0.987363 14 1.121469 99.552513 111.670975 367.991486 0.888624 14 144.369919 68.562729 409.958588 367.238892 0.740346 17 95.756798 169.681030 443.737762 366.834473 0.842023 14 191.585327 69.327827 408.138855 363.647339
002198,0.751937 0 106.714668 74.395515 405.999298 189.018158 0.647282 0 99.683418 102.247612 407.038025 319.470581 0.838348 0 139.562531 102.083908 407.721344 178.173630 0.560124 0 104.885208 99.193077 406.435181 216.389572 0.734164 0 108.004852 97.693161 406.454498 187.370850 0.508387 0 85.981293 83.937080 421.287109 325.743042 0.570923 0 71.342186 100.350380 455.544586 352.560547
002200,0.001000 0 0.000000 0.000000 1.000000 1.000000
002203,0.959792 11 62.206207 133.819580 199.335892 334.371124 0.969682 14 10.848731 61.076099 394.116241 338.139923
002204,0.824214 12 76.895027 43.394466 241.437912 159.579865 0.987622 14 134.624390 9.347678 215.048508 106.821434 0.962234 12 78.292877 31.918449 241.040649 184.622131
002205,0.784287 7 43.718964 0.860597 440.442566 342.522797 0.599726 7 99.509430 1.541996 442.000854 343.071655
002206,0.955021 18 56.722282 129.215744 369.017487 239.215744
002207,0.954017 11 39.910667 113.690361 284.615295 474.249054 0.742103 11 40.869041 187.856979 285.679779 472.078156 0.984322 14 2.050161 35.300629 294.415527 499.263214
002210,0.920912 6 233.970230 234.123138 428.938141 360.567169 0.979105 6 1.292169 91.422447 322.213867 363.165222
002211,0.916485 14 127.330360 273.758698 153.376205 318.379272 0.967667 14 108.300201 273.293549 135.479095 327.230286 0.887651 14 8.292528 269.529572 44.546581 383.087860 0.990507 14 90.662819 299.467377 125.517593 399.131714 0.930615 14 8.245973 269.047882 44.187950 345.890198 0.987928 14 0.983098 307.520599 34.575542 388.065247 0.555794 14 107.204964 273.782623 136.076706 397.448730 0.759749 14 123.779137 277.926819 157.678772 380.858582 0.992432 14 39.389690 287.691650 78.079124 386.971649 0.992441 14 128.842117 299.921082 208.542892 440.776703 0.529955 14 114.390602 276.629974 153.950195 394.208191 0.971834 14 125.903137 308.848053 162.348907 424.322693 0.662861 14 15.259648 269.165863 42.654816 325.536316 0.965714 14 188.812317 286.522339 251.068268 445.402557
002216,0.857465 5 374.000427 76.527550 491.543121 208.616119 0.848916 5 63.648552 69.526131 386.659180 210.499847 0.518649 5 61.070068 68.449074 486.752441 212.420776
002217,0.678493 0 71.226746 97.246803 497.669861 177.626144 0.551113 0 39.951622 49.621078 501.156921 123.301384 0.712791 0 118.544769 151.714645 371.970428 189.552200 0.860897 0 46.823265 55.611324 500.166595 147.152939 0.923988 0 42.932034 52.019196 424.637360 124.767128 0.777446 0 44.981972 49.465534 300.658630 103.495651 0.868614 0 62.622131 61.850372 500.951172 189.525986 0.639938 0 187.890442 73.543640 426.089081 119.806007
002222,0.907246 7 8.145622 19.563854 212.123825 339.656952
002223,0.960000 6 194.173737 221.213974 220.443298 252.622787 0.971496 14 178.101227 223.383881 200.306427 346.297363 0.950698 6 111.705124 218.290344 148.730423 278.951080 0.980011 14 237.861984 216.427917 250.417053 308.245544 0.967220 6 141.515579 225.884369 167.959061 258.689575 0.508436 14 181.596832 223.553391 200.174271 304.043335 0.655307 6 1.410954 1.851022 193.339478 492.893188 0.773241 6 1.355873 3.142685 145.813171 471.048920 0.987562 14 215.258453 216.284729 235.455795 313.548004
002225,0.823229 3 105.661797 15.717348 376.530762 187.717194 0.613901 3 72.860207 193.029602 263.045441 264.722687 0.799908 3 71.383163 19.997879 403.656006 263.553253 0.817933 3 72.102455 189.614044 415.359894 267.358246
002227,0.915274 19 420.556488 48.113365 499.720398 109.210701 0.932681 1 36.391705 12.858742 450.041565 243.470459
002229,0.986965 14 386.106781 139.530075 425.501892 210.589645 0.964585 5 31.192736 73.013626 426.961670 228.010635
002230,0.907876 19 11.427395 159.246811 87.057487 271.695038 0.972262 14 36.585209 245.678772 120.665756 356.112854
002231,0.545483 4 236.419403 133.140625 379.803680 373.565704 0.629097 4 3.093220 2.036769 247.074814 281.851807 0.712302 4 206.558884 1.586024 290.587738 183.082703 0.508484 4 3.437400 2.595272 257.370605 336.564514
002232,0.983803 6 395.055450 235.012894 496.015869 281.343689 0.883025 6 361.215790 222.522522 391.681213 241.684082
002235,0.955529 14 222.556671 139.788651 287.992615 326.070984 0.715318 4 433.866608 167.043015 445.622253 211.318726 0.831361 4 428.214203 109.035950 441.793152 155.738937 0.848040 4 430.455505 164.907562 443.859985 211.342651 0.805976 4 427.390350 163.582260 440.354645 210.400696 0.854932 4 413.567932 162.727280 427.085083 208.617218 0.841174 4 410.824463 163.509445 423.637299 207.861969 0.526317 4 440.014801 167.322083 451.212921 212.388504 0.811464 4 436.034698 165.934708 448.665955 212.210190 0.785840 4 418.031219 110.195976 430.271790 155.305862 0.781659 4 437.222687 109.335281 450.342804 155.992554 0.855668 4 440.014832 109.459625 453.501343 156.060242 0.765990 4 425.442139 163.348831 438.043976 210.257523 0.567914 4 404.716278 163.756485 415.514008 206.924393 0.857768 4 423.431427 109.820007 436.987793 155.600418 0.500547 4 401.265625 163.711731 412.642822 206.304886 0.983937 14 91.696976 99.717110 255.778946 333.411255 0.507147 4 429.526978 109.772720 441.233643 155.277634 0.988774 14 1.837060 99.082855 162.836044 333.137238 0.839440 4 441.812714 109.321495 455.269073 156.738602 0.808377 4 415.936035 163.086151 429.046478 208.699478 0.695304 4 421.226898 162.844330 432.969666 208.666748 0.864922 4 439.195831 166.517578 451.767883 212.247421 0.765486 4 442.104004 167.272690 453.932129 212.454163 0.914298 14 225.217255 116.742607 377.980072 325.741730 0.898672 4 404.956238 162.983429 419.347198 208.045883 0.945843 14 247.368439 117.380096 379.310120 321.315643 0.932595 4 413.848511 110.638000 429.100098 154.965469
002236,0.973475 18 32.349915 27.177290 386.943787 225.146164
002239,0.969119 14 9.153497 57.392319 57.951687 107.161545 0.872043 1 360.339996 136.320328 422.847107 227.116119 0.903127 1 345.519531 136.383362 422.303925 227.541077 0.957170 1 125.206009 107.634048 185.914673 204.223694 0.954993 1 300.549377 136.032394 341.656281 192.550522 0.989121 14 117.018753 45.646870 190.836823 184.949371 0.967458 14 293.325226 100.626968 342.300201 186.237289 0.992971 14 346.938416 61.919933 423.038147 209.767075
002240,0.573063 8 144.092361 22.569836 215.344528 137.171616 0.559693 10 4.924748 85.802734 250.670990 495.140961 0.979591 4 199.819946 243.064651 228.720169 330.684723 0.953499 15 208.036652 1.012636 245.668716 42.779327
002242,0.947486 6 1.842022 99.340935 295.384247 250.874924 0.909305 14 204.865402 88.467751 298.587677 246.858719 0.978670 6 415.067047 100.541138 499.668976 144.713989 0.954736 5 173.566620 55.501369 389.380920 136.902588 0.988912 14 344.847839 93.773018 371.065948 146.566376 0.948296 14 239.422302 88.177803 300.751434 227.331131
002243,0.786072 7 46.141407 108.774910 229.732635 193.487656
002245,0.968905 6 52.606091 129.739441 134.550522 170.220795 0.978699 6 430.494141 126.349739 473.542572 144.666107 0.987579 6 1.381770 137.725479 58.231354 169.133163 0.959547 5 130.086639 26.358547 435.020569 176.011353
002246,0.948584 14 36.218502 228.346268 47.826046 271.289948 0.541997 0 44.503780 76.962906 197.390045 371.506439 0.535688 0 47.699913 76.457230 199.529358 470.677643
002250,0.950805 14 144.288086 140.155365 184.572586 225.268402 0.507892 14 137.562073 161.962753 198.320450 399.195129 0.888371 14 152.944504 139.048431 180.625641 183.992416 0.993121 14 45.360085 94.600945 202.640427 446.888306 0.976953 14 139.212158 164.702591 185.522308 234.881348 0.980010 14 179.823563 146.101959 227.150467 319.734619 0.762179 14 162.557083 144.859329 228.329681 449.815338
002252,0.878056 19 268.462189 78.329071 390.265167 193.861008 0.919550 14 212.381332 128.268829 260.805878 165.490005 0.948817 14 17.944469 4.141266 269.092010 273.011627 0.846447 19 268.566833 78.258644 390.528076 209.012604
002254,0.989173 14 81.493317 153.965195 139.689392 276.551086 0.779644 17 1.135724 253.749817 102.499374 499.501129 0.939561 11 99.508598 267.209778 221.018829 495.978760
002258,0.900144 19 167.958084 51.092228 323.423218 159.958984
002262,0.827289 14 1.827203 -0.076634 191.078873 222.880341 0.872368 14 91.944740 23.539146 468.107452 221.428696 0.910226 14 176.516800 23.705109 467.699677 221.781693
002264,0.722154 17 12.800524 264.236053 156.227905 440.039490 0.701104 8 103.386230 197.270966 139.193222 278.855194 0.633519 8 142.804626 192.310150 186.363678 313.375122
002269,0.504623 2 43.627300 54.177784 147.096191 197.265060 0.990243 14 1.146676 116.185410 129.902832 493.931824
002271,0.983181 6 125.912338 62.993111 368.039551 134.190567
002274,0.958965 3 42.410889 64.385574 183.229233 350.104675 0.801907 3 9.631291 243.783340 41.008289 321.619019
002275,0.826413 7 2.013937 85.376678 286.883484 421.859497 0.898175 7 1.875699 2.306775 289.045624 420.826569
002282,0.868778 4 188.388672 68.012596 205.558273 122.612984 0.919177 19 121.279045 197.963638 226.751724 307.891907 0.863228 19 15.538886 191.508743 109.159348 330.068024
002283,0.974684 14 241.527603 50.837181 322.594757 216.253296 0.969027 12 201.248459 88.560478 362.009033 344.978760
002286,0.542487 17 1.496479 1.698733 499.315552 323.370697 0.884927 11 11.539086 29.206089 329.301605 323.833130 0.653631 11 10.159016 29.047171 493.288879 323.868713
002289,0.580906 5 213.721710 140.863113 339.359222 196.823715
002292,0.962183 1 75.618393 223.127060 278.553925 374.398865
002294,0.926058 14 256.544861 0.795485 287.260132 39.152290 0.967961 14 24.162043 0.630939 71.059837 95.706245 0.963482 14 381.948181 0.132423 428.746277 127.968987 0.792102 14 0.964831 -0.881212 32.170029 114.049156 0.982781 6 0.992283 11.366207 442.847656 374.936798 0.928113 14 343.167694 0.400443 385.735077 115.087631 0.930305 14 313.523315 0.654442 349.886078 103.940788 0.542642 14 313.535065 0.726669 346.472168 48.560020
002295,0.577388 14 81.090599 1.641299 414.263031 332.685120 0.958296 14 81.529663 2.022318 499.479950 332.757843
002296,0.990720 14 426.835846 162.324051 459.563568 257.350739
002297,0.827284 8 327.038757 158.865875 446.261749 375.599304 0.871316 15 238.898239 89.195335 273.057343 125.786911 0.938340 17 260.502594 84.080109 443.921478 214.661316
002298,0.506219 17 141.536041 60.384556 499.091980 332.426941 0.563249 14 16.488045 152.726654 498.619110 333.311340 0.927057 14 11.266112 90.653938 497.580170 333.051575 0.614920 17 23.425371 61.639496 499.776917 332.849182
002299,0.587296 9 -0.430062 3.894858 394.408997 374.020386
002301,0.961698 8 2.034187 219.481033 137.422119 375.373901 0.992161 14 147.924652 61.431797 205.131729 152.379990 0.981920 14 350.136444 95.111969 443.484589 367.504303 0.973224 14 19.202122 88.663460 59.058533 153.084167 0.510491 14 1.835998 89.532181 107.963326 373.170410 0.962323 14 324.489288 64.416870 381.687714 184.144714 0.988021 14 227.034180 68.492828 282.618622 159.850647 0.980969 14 54.825893 108.760132 176.499512 375.113495 0.985678 14 111.447495 71.269295 149.536896 114.308685 0.783510 14 1.945995 98.542870 175.653427 375.382080 0.959851 10 138.979752 134.497086 433.472504 374.264954 0.978688 14 1.265775 88.124382 100.194771 283.591827 0.659316 8 1.125699 220.098007 35.847553 375.698486 0.930161 8 358.326569 234.562561 440.192291 373.545563 0.986436 14 288.735596 67.185280 336.591339 177.020355 0.748637 10 140.430542 143.363403 382.158417 376.135864 0.970522 14 336.361359 120.254272 392.958893 200.334122
002303,0.945585 7 103.718353 37.171124 375.505402 331.872314
002304,0.943841 7 16.225159 50.828072 441.202759 336.356110
002309,0.957245 2 60.792610 38.764812 395.419952 321.872986
002312,0.890717 7 1.855224 9.760229 500.533112 167.873474
002313,0.881953 9 2.053335 44.387012 399.742554 284.834839
002314,0.963522 14 42.651070 272.343048 222.951721 499.399902
002316,0.648381 2 79.424667 37.407623 280.441101 310.240387
002317,0.700946 6 271.236633 72.466904 498.468323 214.523788 0.974593 14 155.175980 121.888359 205.518906 274.717712 0.991911 14 156.357010 144.252777 229.473633 281.785004 0.983442 14 0.882980 92.446030 20.415693 209.419571 0.902641 5 119.020996 0.397403 499.885315 214.892197 0.993461 14 26.918997 90.786232 70.519241 204.738922 0.994851 14 225.294693 128.107025 275.222046 278.687317
002319,0.919559 6 54.416912 159.598007 282.082062 413.658691 0.696101 6 21.991219 93.296944 280.514679 413.849640
002322,0.928690 8 103.801498 280.991974 201.765106 500.772705 0.956280 8 6.394160 322.401459 92.339325 500.623352 0.928595 10 2.697039 346.924438 223.778168 500.734161 0.572562 8 109.291214 325.058441 176.546265 500.747314 0.964957 8 208.044876 336.088226 260.016418 500.174103
002325,0.966270 1 13.916910 177.728104 268.348114 283.670380 0.992179 14 20.010695 122.610046 215.958939 283.672150 0.763929 1 14.318355 208.277374 250.616638 284.594604 0.969012 1 246.472443 177.011551 454.604248 280.853180 0.995080 14 277.525696 105.041222 362.740601 282.317200
002326,0.872607 9 213.078751 116.296394 247.777359 164.815002 0.613650 9 252.673798 67.620621 283.423126 87.296387 0.688332 9 333.364197 76.594414 370.203247 103.292183 0.760294 9 159.395737 91.386322 200.169464 122.983459 0.791456 9 262.712982 85.652420 308.112946 117.934082 0.981097 14 323.470337 118.965393 354.946106 182.501160
002327,0.626289 11 1.809770 80.338043 203.050186 500.039825
002331,0.974418 6 227.074066 38.836941 292.074310 64.001106 0.935239 6 10.960573 30.990545 66.526764 57.472775 0.571056 6 325.101685 38.265247 364.063873 59.988617 0.549768 6 172.171371 35.354542 290.070068 64.656418 0.968886 12 132.656845 56.082794 262.748535 221.569183 0.988783 14 113.496353 6.820626 289.530212 178.109695 0.539984 6 322.085938 37.971436 364.943176 63.893059 0.974934 6 0.975726 36.377304 53.458244 70.187050 0.911773 6 300.255249 36.863903 366.569702 64.853874 0.948590 6 69.002151 31.845188 130.070892 65.167686 0.545449 6 172.194046 35.723797 292.337372 65.697960 0.987747 14 220.257645 36.589188 484.009094 221.579239
002336,0.942404 2 1.651980 118.889046 153.669037 250.059021 0.865539 2 4.013970 66.223892 412.601532 200.185623
002338,0.888316 16 177.616898 78.173965 254.772842 130.443359 0.691478 16 462.618286 57.544838 491.174225 73.634628 0.736555 16 431.273315 58.073803 455.491028 73.001190 0.857916 16 205.647720 64.853279 252.570694 85.808388 0.756211 16 149.221359 57.209351 166.876083 72.191498 0.879772 16 243.507584 75.404465 361.162720 137.083389
002339,0.579019 15 396.561188 5.285304 480.895538 68.431358 0.536011 15 176.700089 1.910800 343.487183 178.102539 0.922252 15 176.947388 37.821373 342.204407 177.013931 0.717678 8 1.328785 161.082306 81.232864 250.428940 0.599818 15 226.232559 95.732857 336.565582 176.541672 0.889404 15 222.675827 62.331158 340.539246 175.778793
002341,0.892593 11 21.684677 59.394142 105.588280 124.028511 0.858598 14 77.233955 106.578827 144.745102 165.686783 0.801898 14 22.014198 3.574908 145.156418 166.344543 0.976993 14 21.753881 3.470369 114.779594 167.054291 0.710111 11 44.579235 59.508934 104.789963 90.275230 0.968456 11 134.542755 110.844521 226.326614 167.899307 0.984527 14 141.500839 7.877797 248.600250 167.212250
002344,0.990072 14 1.224593 39.059982 248.993103 500.184662
002346,0.977314 6 95.623672 77.059799 397.292328 277.170013
002349,0.981393 6 163.412247 163.940399 305.354095 243.898117
002351,0.872746 18 399.916138 142.950211 500.059357 265.827820 0.967342 18 2.422318 119.225464 404.684601 288.727570
002353,0.946569 8 373.000671 247.980347 499.070404 374.808380 0.532993 8 249.597214 230.189774 302.444977 327.965668 0.600561 19 148.875198 225.886673 194.621307 275.181000 0.969849 8 38.444870 245.308884 176.266037 375.097534 0.837658 15 64.202026 165.732910 156.361130 254.840057 0.959455 8 202.528717 233.054321 258.723175 331.852875 0.734287 10 201.099472 236.017456 302.131104 330.919739 0.546306 19 259.498291 159.490692 323.466309 238.913193
002356,0.943595 19 3.742531 32.807384 152.179504 127.277870 0.775252 19 374.406921 91.609108 499.981567 171.245987 0.786278 19 331.344116 90.522911 500.275024 176.968674 0.590085 19 325.407532 90.302612 500.122314 200.317154
002357,0.983036 0 35.030766 105.972267 436.059662 196.113373
002358,0.855932 18 22.532589 82.845337 248.356735 140.854477 0.520581 18 20.528511 55.188362 500.028961 141.302231
002360,0.578693 14 66.962799 94.658264 180.913574 310.936584 0.982755 12 56.851757 151.572113 197.218872 385.429810 0.880497 14 116.923553 94.229515 179.622040 288.188843 0.639528 14 68.847374 95.502380 179.294159 286.047363
002363,0.994391 14 190.008667 120.812576 231.553650 219.160690 0.995137 14 105.990700 123.447617 151.858902 232.531296 0.994038 14 17.729124 127.348869 56.671486 232.458405 0.995131 14 232.990311 120.577026 276.468811 217.755142
002365,0.988917 14 2.364524 26.174963 235.105179 480.800934
002370,0.510824 0 2.875998 76.303658 362.367462 196.409424 0.587390 0 206.924545 80.648582 361.598145 170.439011
002379,0.561727 13 2.144057 56.019466 104.238373 125.470001 0.918150 14 413.588318 1.363590 499.665588 250.352051 0.645821 13 3.024638 10.188583 433.916718 126.165581 0.862263 13 2.485439 2.231324 270.658447 125.951241 0.619433 13 61.734856 48.995789 333.365662 233.533096 0.942860 14 102.587738 0.347530 211.461304 60.909325 0.873952 13 62.940956 32.578335 434.292480 235.028046
002380,0.959499 2 120.684967 92.310829 276.931061 247.327850
002381,0.678765 15 201.888931 332.843018 248.429825 412.111389 0.698039 15 186.140564 329.666290 248.315872 424.056274 0.964569 15 132.827698 383.614380 191.372055 464.320679 0.627756 15 39.333271 405.677856 175.244827 499.909088 0.573347 15 39.522491 284.790985 132.503723 491.264954 0.891351 15 164.427704 291.094849 217.849213 358.864655 0.657935 15 189.204483 410.507904 251.865265 500.199799 0.863491 15 156.970490 10.401875 229.862915 103.643120
002383,0.815078 6 0.984372 158.824860 30.180767 190.096344 0.976517 6 338.405365 132.591278 377.210785 155.324417 0.960029 6 376.685974 131.470413 404.991760 149.134674 0.954414 5 94.847427 27.839003 336.372620 197.418716
002386,0.961725 18 55.908516 65.625900 458.059326 184.235474
002388,0.631681 11 118.576881 -0.345826 441.394806 244.303528
002389,0.579611 8 145.007858 155.085953 324.393158 282.641724 0.891617 8 313.065552 132.852112 400.211365 279.583221 0.971176 8 217.150040 154.337128 329.067657 283.029480 0.970831 8 79.387100 144.189560 200.233902 281.769989 0.768683 8 75.251663 142.328766 132.972473 182.153580 0.825802 8 182.897964 128.161148 233.023682 177.583344 0.962583 10 30.509666 143.271805 356.597717 281.002167 0.873889 10 30.187204 144.378754 363.972473 280.812653 0.727184 8 72.261292 141.939865 142.813080 274.338531 0.775915 8 315.786224 132.962204 401.299103 277.341339
002390,0.712430 3 99.478569 155.582382 166.682327 202.455933 0.528898 3 105.341705 183.304520 166.908478 202.122192 0.939065 3 158.619904 35.633846 359.509186 202.769821 0.514464 3 314.723206 179.762909 359.679749 196.471375
002394,0.916449 19 100.088242 215.815369 186.437378 347.406860 0.865981 14 48.343426 28.566263 75.832726 66.957947
002395,0.952146 3 75.509621 0.734467 486.371216 175.243057 0.749147 3 81.262115 84.675926 494.465057 176.299011
002396,0.001000 0 0.000000 0.000000 1.000000 1.000000
002397,0.986121 14 105.613617 191.099350 150.738480 319.103882 0.930912 1 109.316772 248.707153 140.760880 360.977173
002398,0.981075 12 59.145103 111.527336 176.564636 434.532471 0.961634 14 84.549095 82.996635 161.064789 291.781982
002399,0.729454 14 41.555553 92.707321 343.608765 237.434280 0.720418 14 4.724637 31.434021 194.770905 195.792984 0.913359 14 4.592001 30.406219 220.796494 241.211594 0.825556 14 23.578465 67.398712 348.336670 240.657425 0.874372 8 3.990233 27.565125 371.711670 256.755280 0.545863 14 68.095802 93.663307 317.478821 236.535172
002400,0.511744 2 2.314837 27.788401 176.054840 428.115295 0.761544 2 2.429712 29.044874 170.285782 262.675629 0.660584 2 2.088572 27.557909 181.462723 497.913483
