image_id,PredictionString
003246,0.695092 11 12.702107 76.038925 388.858276 281.158051 0.548247 11 12.512401 74.441704 389.700287 281.196747 0.988923 11 12.102365 74.749290 438.433594 281.150940 0.310308 11 77.389656 76.359673 391.798859 281.555176
003248,0.612111 19 124.655159 132.676392 215.822968 295.633698 0.979529 19 124.344673 157.352280 217.285446 297.551575
003249,0.405467 14 363.878632 0.297365 445.504761 87.640602 0.967849 14 383.284882 0.104165 445.078064 125.587242 0.971722 14 47.623878 58.953671 81.496368 93.446617 0.513167 14 405.532074 0.562659 446.886108 43.336731 0.777184 14 394.346527 0.409964 447.992218 53.301979 0.981160 4 9.855673 -0.122868 152.932465 279.303589 0.805027 14 396.430695 0.463103 447.109894 46.352203 0.971593 4 150.711136 0.453584 259.907410 278.609009 0.524251 10 2.080992 109.135963 446.076630 277.629211 0.721214 14 185.581131 51.136574 213.540009 86.119461 0.499731 14 361.673218 0.733417 444.618073 127.091904 0.986771 4 281.882935 2.237085 406.546051 279.590881
003251,0.547105 8 241.670364 105.743744 280.780487 129.640976 0.428461 8 229.202271 106.761375 281.704254 179.224777 0.585261 8 106.277626 91.838097 167.133286 190.500916 0.460270 10 95.369850 105.485916 324.726746 162.422821 0.392768 10 95.155487 103.386063 334.586853 241.938248 0.778429 10 95.120338 104.332787 319.890350 222.408630 0.689178 8 0.668410 109.728210 43.020786 233.120712 0.976420 8 87.715866 114.380737 173.253387 216.353500 0.609030 8 237.344070 106.154388 282.376160 183.261230 0.464387 8 232.724243 90.241791 282.354584 186.093277 0.573557 10 92.746422 103.400261 399.106995 243.364105 0.509147 8 87.151833 112.798401 213.725235 220.695862 0.964522 10 94.733719 104.447197 333.895233 227.859421 0.307258 8 0.806730 109.342796 79.111382 247.048767 0.443383 8 201.780640 105.889580 281.151031 189.812225 0.866998 8 107.226875 91.239464 159.042236 111.885094 0.945639 8 233.685562 106.653282 281.183746 183.766235 0.986318 8 219.410004 153.356064 351.006927 250.798706
003252,0.423275 14 179.435959 17.294409 284.895294 186.420547 0.990124 14 52.670315 96.641800 139.165802 249.943863 0.495445 14 131.019974 17.302053 289.703552 186.248993 0.829142 14 128.512985 17.760504 307.120148 250.775726 0.326596 14 120.458565 76.696632 157.834106 177.337173 0.904967 14 101.520218 40.478531 153.540695 94.087288 0.947629 14 0.965074 96.234238 136.710495 248.154037 0.974193 14 40.465092 37.939533 153.313675 152.862289 0.561881 14 41.585129 39.771534 149.445618 103.346184 0.902503 14 121.238846 40.238834 197.947815 250.036469 0.541178 14 1.076281 84.358131 27.703154 161.398849 0.697380 14 128.547821 32.234364 237.783844 176.932404 0.388746 14 39.208382 37.793907 188.433487 177.452515 0.408934 14 261.646698 34.015720 386.947144 134.355286 0.958642 14 40.163712 38.720604 153.654068 150.337296 0.815669 14 123.604546 17.082409 298.208862 250.005600 0.689336 14 0.864044 80.772621 63.799927 248.194321 0.942085 14 141.235229 39.852856 193.698502 84.825729 0.940849 14 262.248352 34.510136 385.733490 201.241226 0.896640 14 124.953537 38.319267 198.083817 185.116455 0.826428 14 44.073578 39.106922 151.577621 251.172318 0.740205 14 176.969208 17.968475 295.568268 189.289902 0.969713 17 0.754565 32.279110 392.660156 248.412720 0.982087 14 130.517609 39.072296 196.099579 171.333649 0.666479 14 43.427624 39.403183 188.250870 250.396820 0.937780 14 41.621258 37.493557 153.079147 110.457649 0.315182 14 1.149535 71.192909 65.881340 156.990768 0.937221 14 0.318579 39.620083 150.111969 250.044159 0.636154 14 125.829056 39.756657 196.815292 167.567123 0.989475 14 130.669647 18.573816 314.721832 250.986633 0.867117 14 41.535767 38.234268 153.657623 176.446579 0.827194 14 139.822968 38.750713 194.699005 87.714012 0.425488 14 36.367027 39.282402 146.697678 149.230270 0.300744 14 121.496025 23.047808 249.918259 250.790115 0.398237 14 52.281914 39.673084 150.231613 173.984131 0.757414 14 143.673004 32.607628 385.972137 249.815720 0.651302 14 137.145981 27.886066 318.519104 251.702423 0.862338 14 132.185684 31.513777 384.102234 250.304276 0.598433 14 40.893951 37.233017 154.375687 149.616882 0.905259 14 166.314240 33.993736 387.229370 249.434128 0.422563 14 262.682739 35.429344 349.355927 123.964882
003257,0.919976 6 1.321606 0.274245 215.442337 34.155621 0.557182 6 1.433551 0.327487 135.522568 34.069317 0.668698 14 259.410004 50.521202 301.994995 67.071846 0.511961 14 249.181427 50.217461 301.077301 66.978218 0.317211 6 6.777533 0.348700 215.401138 35.084396 0.817440 6 1.363542 0.190183 103.278786 29.744116 0.992636 6 21.368757 5.794923 478.741943 119.592323 0.460349 14 225.569550 49.743149 301.564453 67.468353
003263,0.995358 14 0.717195 267.507751 91.249695 499.005402
003264,0.828843 11 391.614899 199.072388 500.862244 269.678406 0.377805 11 30.462339 41.345192 419.249786 222.655106 0.880549 17 0.632837 0.229637 499.561920 261.697876 0.985578 11 43.519558 40.006496 414.316620 220.433395 0.449179 11 33.689381 38.900555 490.833527 217.607956 0.914586 11 33.189655 39.030941 487.768341 219.376053
003265,0.990306 6 143.873459 199.135483 289.145721 299.949402
003266,0.983310 11 46.232677 95.812309 266.040375 499.511017
003267,0.978347 2 1.709700 59.215649 499.662994 267.993317
003268,0.984185 0 1.522079 119.765930 500.136505 269.432281
003275,0.973594 1 96.283554 216.144363 215.821686 287.885895
003276,0.980320 14 20.156570 115.707169 54.083870 155.587463 0.673760 14 275.851440 74.581268 308.631409 122.506287 0.705476 14 138.026474 76.829025 166.679291 171.051208 0.887702 8 360.510651 139.137589 409.282196 197.680786 0.494338 14 67.881828 90.704437 98.501900 174.598938 0.979260 14 395.763153 51.614105 433.340912 224.220566 0.558107 8 371.457642 140.085373 418.381226 200.650467 0.970015 14 372.043457 66.609718 395.337433 144.558960 0.402070 8 361.832794 139.212479 413.217773 196.143860 0.642593 8 356.547821 138.576569 438.784424 201.657501 0.776038 14 316.396576 88.766144 335.885986 157.940598 0.978468 14 418.258698 59.546684 446.447235 187.220886 0.940417 14 140.121506 76.632935 170.328506 170.379562 0.984554 14 418.161011 59.723709 448.489227 240.817078 0.494906 14 170.936508 77.664307 184.211594 122.024773 0.945113 14 395.016937 52.035957 432.384277 224.387772 0.977408 14 113.421158 77.617409 144.665558 117.040718 0.961688 14 391.921936 60.222469 422.618927 178.011932 0.985458 14 395.852325 51.873005 432.265411 180.286438 0.982142 14 63.588524 91.154182 90.114990 127.460876 0.987127 14 371.263062 66.849983 395.949585 144.426132 0.908039 6 0.721483 111.701782 56.725746 168.315842 0.977498 14 141.618118 77.696030 164.995773 115.090157 0.829085 14 114.819855 76.721474 156.971420 170.371063 0.975312 14 285.104034 70.785805 320.533386 169.117432 0.985883 14 273.712585 73.962425 313.340607 167.231995 0.921790 6 16.790272 37.435871 430.932648 357.580811 0.445530 14 159.842621 79.057770 172.029922 114.561531 0.979861 14 85.549088 79.717155 110.687180 117.273621 0.863766 14 141.700485 77.940926 163.085266 114.219543 0.931686 14 423.941284 62.353775 447.367584 187.252167 0.743906 6 18.778027 37.498390 430.254181 354.596069 0.861748 8 359.758392 139.651917 406.463348 193.565186 0.822711 14 371.047699 67.187386 396.860382 182.819077 0.806131 14 163.736465 78.008698 176.972336 119.372871 0.755556 15 28.092325 77.072166 51.056423 119.145813 0.917168 14 114.634506 77.758064 142.923035 116.014320 0.310346 6 291.070923 63.843678 380.914062 138.822220 0.988543 6 20.962461 116.650055 429.010742 354.494751 0.570777 14 284.666046 70.694763 318.012329 167.116760 0.973543 14 290.133240 70.856026 322.528900 168.560928 0.991718 14 391.752930 54.035397 426.738708 179.689926 0.922063 14 300.109863 69.083946 325.194763 157.264252 0.666019 14 314.296478 93.423759 333.364075 164.246506 0.975946 14 85.079109 79.753845 110.431961 117.666557 0.886658 6 317.150391 64.953316 378.251038 135.140060
003277,0.606869 17 193.597198 175.794724 383.998322 338.443665 0.339897 19 402.920135 116.997200 443.765930 245.937393 0.775580 15 265.529205 -0.963159 406.370819 229.038925 0.364404 17 0.047937 109.365639 281.115112 375.483337 0.948313 17 1.063555 108.689232 309.133240 375.273224 0.918387 17 2.189145 108.968063 379.648254 375.208221 0.464686 17 1.535624 182.022324 308.990845 374.044617 0.436451 19 402.790680 114.871414 444.038879 227.078857 0.959680 17 192.341949 174.491852 381.178284 365.085602
003278,0.947005 14 320.926941 4.847198 498.875824 254.303741 0.366853 17 4.399255 110.692329 339.647339 228.922043 0.672848 14 327.636841 4.397370 498.916260 246.998993 0.547731 14 289.382385 3.665339 499.629852 272.351624 0.970774 14 321.534241 5.351946 498.744446 214.746262 0.963283 14 255.307373 5.200345 499.453949 231.054428 0.863663 14 20.899101 20.644852 280.729706 209.764755 0.635875 14 16.395287 19.185047 322.851410 273.400879 0.963850 4 24.129734 210.053665 81.300247 279.293701 0.990930 14 17.758057 20.585920 323.548004 212.465515 0.811822 10 1.637101 193.292587 500.154602 279.717163 0.854973 7 165.410446 75.933258 193.718719 95.921249 0.812509 10 3.878444 190.761078 347.280029 282.330536 0.714459 14 262.986542 4.020699 498.916626 248.151459 0.523364 10 53.333847 188.853226 498.367828 280.037567 0.912602 14 255.151627 3.132205 499.577942 275.033630
003281,0.898772 15 15.970660 123.905296 57.640137 209.994141 0.435393 15 134.960815 213.268921 196.434647 274.072510 0.751166 15 167.345718 154.128052 234.629471 224.535172 0.924350 15 87.519615 58.565022 177.928940 250.910049 0.875244 15 132.030487 271.003204 172.326294 398.812134 0.545608 15 162.535126 337.233215 179.065094 380.893799 0.348154 15 133.237305 302.716614 158.469528 357.160217 0.933323 15 86.628983 81.020447 142.310684 219.669556 0.608385 15 26.154896 59.087910 150.699081 213.166443 0.804288 15 187.628159 325.160828 205.840729 379.059509 0.787117 15 200.528961 307.651581 223.691589 355.082916 0.937557 15 157.500778 345.091736 175.894455 401.501495 0.973984 15 13.031040 106.961937 90.857941 212.651077 0.568539 15 11.827868 108.323662 95.868835 205.352661 0.594811 15 202.065445 163.659073 239.136078 222.421677 0.815499 15 199.304291 304.790070 223.698227 354.083588 0.432690 15 0.906807 102.138817 17.176720 202.000168 0.869676 15 177.654556 216.381851 237.364807 341.397217 0.674081 15 175.187897 304.856201 202.079330 383.287170 0.647718 15 8.099336 111.608536 67.813873 210.201859 0.984468 15 132.278305 276.154083 168.731308 359.743103 0.744115 15 149.890808 186.159546 176.433853 233.097427 0.964378 15 0.869316 102.418747 17.903458 202.589722 0.863041 15 143.670166 352.568451 163.035263 399.982452 0.738751 15 106.819801 131.480042 180.580368 249.748550 0.489833 8 231.976440 226.256409 272.801666 299.800446 0.364370 15 18.749016 60.253433 150.775620 216.227448 0.953694 15 135.203033 346.291016 162.710281 388.138580 0.708060 15 196.079041 162.198807 234.653687 218.604980 0.481884 15 86.491180 57.723083 236.749130 243.961639 0.445011 15 128.094833 304.746185 167.231995 418.455750 0.963631 15 14.695196 113.862228 58.821537 211.727631 0.731664 15 91.117126 60.213074 164.966537 357.271179 0.499501 15 197.308121 264.203644 227.219666 344.848969 0.934525 15 162.439041 337.802002 185.348434 391.598633 0.524597 15 133.165939 286.267578 164.307785 357.821594 0.926637 15 88.390915 59.001148 170.816650 247.355759 0.789176 15 83.823235 58.375881 170.169128 359.140686 0.864989 15 16.800812 146.944092 56.998787 208.607925 0.611063 15 144.066620 224.237396 197.946671 353.926727 0.615653 15 121.642563 201.265274 196.903259 355.103729 0.950756 15 87.197151 58.456860 158.173523 247.740295 0.568658 15 0.717364 107.419998 13.661655 157.048492 0.760312 15 16.648352 96.161530 106.440155 213.501892 0.960038 15 132.955734 349.665588 163.512131 415.134064 0.474201 15 0.929938 98.725822 19.070438 198.183151 0.304724 17 0.004956 209.133499 91.779518 490.511108 0.809888 15 85.601471 63.133492 165.277100 244.495026 0.372601 15 5.924679 113.494720 25.441566 207.828964 0.418217 15 100.090393 55.786194 235.175507 403.322937 0.427186 15 79.765297 52.907764 235.528244 402.963806 0.779717 15 190.640015 315.397552 209.249985 364.347748 0.511200 15 172.901169 336.470612 188.801392 389.574402 0.486225 15 168.018631 212.012466 237.513916 366.337769 0.972342 15 12.165578 110.710609 90.836380 211.999039 0.882218 15 128.287109 168.645676 173.184174 248.366364 0.952557 15 15.138459 112.540405 54.906528 209.889633 0.760537 15 134.136414 279.659149 166.469635 356.735718 0.819847 15 52.050438 156.115631 87.979927 211.221954 0.658712 15 126.419106 213.732910 239.293991 354.018463 0.961386 15 161.368088 337.189697 180.637497 390.779053 0.705505 15 128.824265 214.724960 239.611572 387.348297 0.608493 8 229.398270 226.696045 271.956360 300.670227 0.337216 15 154.588165 166.301178 202.126328 247.845810 0.834562 15 177.345596 311.978424 198.127411 381.118500 0.865012 15 157.277191 325.256653 184.747345 402.433807 0.892313 15 11.448878 106.413902 92.667770 213.075424 0.461589 15 153.530563 212.890457 236.883652 375.027893 0.833031 15 173.918533 160.421158 234.296326 222.718094
003283,0.617795 11 65.829231 11.997074 410.036865 229.692398 0.329425 11 -0.988066 9.091795 406.156342 213.250641 0.556239 11 223.698090 27.625462 409.336456 209.963318 0.498718 11 -0.231951 10.087095 404.079956 278.696472 0.536951 11 -0.513807 9.374376 403.021149 211.176758 0.475182 11 65.887840 8.361060 414.074463 278.265900 0.326765 11 1.272514 8.318524 483.802673 280.113190 0.311344 11 67.877632 10.666374 408.479340 238.352142 0.982035 11 68.660332 11.616893 408.377991 208.503601 0.310657 11 67.359673 13.698164 409.613129 239.433960 0.372470 11 66.503929 11.368621 413.176941 244.575134
003286,0.988168 18 59.772045 42.534168 454.802551 230.034164
003287,0.975307 7 0.589770 6.817293 307.212891 185.655411 0.936028 7 36.058903 6.317611 308.287018 183.044327
003288,0.667971 8 191.103027 251.201309 229.603638 279.090118 0.317740 17 2.043590 154.659683 279.232086 223.407288 0.730944 9 110.303093 184.562759 231.452133 232.993439 0.678283 9 111.782028 186.262238 217.710632 234.311783 0.763638 9 110.015816 184.865234 231.688263 233.292465 0.434494 8 119.206848 248.975555 224.603119 280.326843 0.316126 8 426.789948 240.192291 500.492462 269.329041
003289,0.981265 14 46.219627 167.036331 66.224312 193.287521 0.880595 6 460.384521 160.688644 500.123383 182.452820 0.885602 14 325.524506 156.051193 343.237335 181.666229 0.939665 14 321.975372 156.010727 342.827820 181.692886 0.991613 14 133.577850 160.809723 153.502518 201.631332 0.422765 6 451.592865 157.122604 500.031158 181.788132 0.986716 6 384.565948 155.678833 456.989716 187.590744 0.951255 5 135.136032 143.403824 213.540314 182.063110 0.541703 5 136.199234 144.162201 211.833923 180.594391 0.777227 6 459.323395 160.591614 500.067474 181.507538 0.991956 6 22.705652 163.075638 101.321388 183.990112 0.967484 5 233.522293 139.249863 406.962158 179.231277
003291,0.402556 19 57.209339 72.225777 189.647064 248.168289 0.820369 19 57.429615 68.223846 192.231506 249.486435 0.473587 19 219.424194 327.868988 277.710510 472.464264 0.940514 19 218.561096 63.657215 280.752502 200.432571 0.373763 19 214.866806 317.973450 277.985382 496.951233 0.441495 19 55.830143 70.193237 189.795898 258.992371 0.593378 19 103.804504 328.704956 217.709000 425.760498 0.809301 19 42.765438 64.877571 193.973648 330.240265 0.708476 19 55.942326 68.121330 191.860474 251.014954 0.981330 19 203.711227 55.725090 280.201263 236.681335 0.985535 19 56.115086 65.114777 192.307861 225.032303 0.554791 19 194.073853 12.893141 280.896057 239.662384
003295,0.917770 1 114.467773 144.621277 230.637100 233.718353 0.929358 1 115.420052 148.300995 227.403168 232.725174 0.766138 1 113.773407 143.417389 232.216751 233.821640 0.942492 1 118.258743 170.013916 228.127686 231.373566 0.993375 14 122.574944 95.203972 286.779633 231.595688 0.995766 14 255.286850 44.992168 343.398071 208.856461
003297,0.966725 8 17.598501 206.573593 153.737320 468.440063 0.915371 8 227.912552 170.179459 280.062378 461.276215 0.824399 8 224.463455 170.688812 263.740509 326.462677 0.436108 8 138.837662 188.995132 264.132751 464.790771 0.978292 15 71.764481 104.616127 200.868805 259.457581 0.385704 8 22.226057 275.313171 151.941025 464.274139 0.573995 8 1.191991 195.763397 152.818207 463.398041 0.614734 10 18.637707 209.672974 263.943970 465.847198 0.869284 8 0.942600 167.508057 74.724625 284.565857 0.355985 8 32.299831 164.843750 76.890793 252.247513 0.836378 8 142.565674 209.023514 247.417343 452.964294
003298,0.738800 14 13.977822 19.026190 223.896011 485.785156 0.990392 14 12.477762 18.916815 248.587662 487.058777
003302,0.807633 6 232.011108 224.033707 256.319977 253.533310 0.940875 14 128.796219 225.149719 155.180817 259.476807 0.980970 14 22.978157 241.709457 34.617653 268.321991 0.982901 5 117.327782 149.491592 230.327484 298.121338 0.981787 14 47.199364 237.045181 60.408291 268.152771
003304,0.595274 12 73.387718 196.627075 183.116425 437.504242 0.989267 12 74.909767 196.853699 163.329041 437.511688 0.994395 14 56.627369 63.453495 191.153320 408.816010 0.563796 12 72.574402 171.560440 186.332169 437.180359
003305,0.654480 14 172.509964 125.086487 189.602844 177.963669 0.975893 14 114.052185 135.245438 167.934753 193.108261 0.426356 3 73.840111 151.735779 210.186600 199.850388 0.684256 14 76.303947 313.961212 277.606384 440.029846 0.644118 3 103.698982 169.790131 210.591766 203.996994 0.841186 14 112.759506 133.131088 169.865189 260.210388 0.368294 13 108.189964 174.760315 169.479767 283.958649 0.346603 14 111.460579 133.105225 166.975189 233.690323 0.558370 13 106.617508 175.110153 169.705688 260.854126 0.968313 13 105.420448 173.670868 171.728470 296.263977 0.981259 14 111.393906 134.406387 170.887726 206.343674 0.545908 14 126.638786 120.728828 138.703613 139.290970 0.981176 14 112.347412 134.823944 169.159088 214.743561 0.402021 3 144.683380 175.958710 208.973022 202.595673 0.525726 14 110.978775 134.841629 193.597717 200.752594 0.789599 15 80.186913 81.118362 105.240631 117.052299 0.825127 14 123.346184 120.365692 135.097443 154.778381 0.658760 3 155.325027 178.252823 209.590103 202.129868 0.952621 14 124.158173 120.099472 138.339096 155.581970 0.816594 3 103.357895 161.910431 210.129715 200.776917 0.984203 14 173.198456 124.982552 191.190353 183.622223 0.676857 3 154.310562 177.865311 209.712891 202.516602 0.956373 14 173.030441 124.608437 191.283203 184.001663
003306,0.993569 6 38.819016 69.244133 395.148773 189.991928
003309,0.317501 8 1.004919 109.487816 134.163712 242.328552 0.385060 17 222.494141 94.822601 345.981506 162.835846 0.328213 8 0.066414 110.198196 164.426025 241.072098 0.671028 14 131.328018 140.199738 345.841095 214.616501 0.348044 17 133.984482 102.676460 453.815063 205.119186 0.791864 14 148.386475 30.083302 182.611786 72.166397 0.584344 17 0.080369 108.451065 128.567215 242.170578 0.630932 14 2.072848 87.162109 174.625778 194.141998 0.371939 17 4.593939 102.525024 459.130920 202.153000 0.486597 4 396.781494 157.265106 439.077209 237.165482 0.575714 17 231.634155 95.953590 451.513885 194.353073 0.480597 17 2.539605 107.513153 449.291321 241.461929 0.702026 14 228.720139 88.015266 348.368164 170.266632 0.323223 17 7.691622 140.031540 465.345947 242.364700 0.973981 4 398.380280 156.492752 441.455902 237.173599 0.875932 14 1.553729 87.056534 173.564087 224.714401 0.328813 14 222.794830 89.525719 451.385254 192.780838 0.705077 17 3.833473 113.147156 463.490784 242.269730 0.877602 14 2.830178 87.084099 344.610565 209.671768 0.416600 17 256.557678 101.280701 448.827423 177.694397 0.303058 17 46.938583 94.166634 455.654327 198.921631 0.386284 17 127.133522 96.056709 455.453857 196.118256 0.637157 17 2.010777 106.564568 498.992035 240.146515 0.976718 14 1.513474 86.994232 169.428177 151.017960 0.861737 14 1.570806 87.761246 328.787506 223.896118 0.454264 17 3.340185 109.242386 378.734100 240.850433 0.963656 17 2.620041 108.245728 465.556061 242.386978 0.500616 8 0.788152 111.004616 132.090958 242.005615 0.387122 17 118.911209 106.302551 453.351135 201.709000 0.333794 17 153.929504 68.649048 444.350159 172.482162 0.613599 14 1.811631 87.825836 173.621887 224.682800 0.328914 17 4.039049 131.038483 469.882202 244.906601 0.523307 4 399.985657 158.195145 438.354858 219.244766 0.485217 17 249.696503 96.018906 348.127655 150.959335 0.400630 17 101.360527 138.530060 473.692932 242.074417 0.994591 14 224.652161 86.515678 499.137054 228.689224 0.886885 17 236.761368 91.570892 447.169739 156.707306
003310,0.313792 11 27.851885 19.253746 223.960617 381.575470 0.983438 11 6.087908 18.845692 223.694092 477.187164
003312,0.581670 4 179.017700 178.776733 199.771835 208.763306 0.818138 1 4.371583 2.232780 490.302551 215.297577 0.766258 4 170.078217 180.104507 194.932465 208.851196 0.960644 1 24.854317 3.097741 490.482452 216.072006
003314,0.987039 19 163.514755 38.491653 258.126709 116.600250 0.954994 19 -0.111170 44.249619 95.415665 128.591812 0.922222 8 245.102554 185.825150 434.733368 251.196457 0.918755 8 245.556946 103.801094 435.296051 250.768341 0.713095 19 163.063828 36.138840 258.952118 123.810524 0.944690 19 388.841980 -0.140866 448.247437 105.119904 0.925335 19 163.711929 36.350525 258.926147 123.068901 0.994464 14 26.916094 32.430298 234.396332 250.294342 0.422372 19 416.877930 0.598088 450.045105 98.262886 0.993261 14 215.563492 39.879822 370.169586 249.526398
003315,0.347564 2 125.667885 113.216034 368.401398 240.207916 0.861346 2 134.548935 115.382523 349.213226 237.051804 0.438586 2 200.733627 112.544243 282.525085 176.375183 0.584502 2 24.023600 13.192677 203.110672 79.171120 0.576679 2 25.173292 13.172241 282.078400 102.105186 0.620352 2 173.119644 143.487900 469.945129 230.900970 0.980838 2 317.355865 111.629723 469.784607 224.020645 0.559468 2 149.694199 147.797760 394.762207 239.939377 0.483120 2 23.311897 17.327576 281.661804 185.358597 0.418616 2 332.526428 80.031677 451.664551 124.889282 0.653583 2 271.671600 109.912994 471.568298 198.790878 0.744394 2 154.580811 116.913620 468.999695 235.333282 0.934665 2 270.912628 110.980301 470.407166 223.698044 0.547810 2 271.084198 116.297798 354.316589 159.399231 0.769186 2 179.717880 142.669724 372.318390 215.523254 0.418812 2 12.928218 57.634991 281.689636 233.834015 0.335996 2 138.308212 116.862511 286.871307 240.906296 0.348470 2 389.513092 99.337807 470.454529 180.662811 0.431727 2 212.849136 113.617325 281.384979 164.920731 0.373247 2 314.465454 110.639122 472.845093 215.530975 0.341656 2 278.002258 78.553780 435.358887 144.937469 0.641174 2 289.349731 78.375931 471.257141 177.588242 0.749889 2 330.083801 78.079430 470.914886 178.564606 0.507915 2 22.120625 21.594067 312.491547 151.049850 0.978823 2 131.775436 62.952961 284.882843 233.377838 0.598755 2 266.792114 82.921181 468.507416 180.807068 0.941165 2 188.136215 147.605499 346.458557 217.072968 0.337211 2 23.434177 13.994294 283.056854 94.461266 0.510630 2 250.397980 0.815842 468.710419 190.273758 0.587555 2 19.047827 59.359699 281.911560 231.851410 0.443590 2 207.209564 113.777328 285.055725 171.221573 0.892923 2 22.016748 19.316202 287.143005 159.131607 0.868244 2 21.050497 18.353643 285.643463 233.927811 0.527041 2 291.997131 83.102196 470.894562 176.749863 0.474283 2 271.446899 120.250702 351.565582 162.124680 0.396584 2 157.952576 150.208984 400.174164 234.158295 0.589112 2 271.843536 79.442123 471.387878 214.418091 0.394863 2 31.506882 59.415348 283.801086 151.821320 0.812350 2 320.019867 111.093140 470.832672 231.618164 0.866461 2 133.873398 115.070885 284.199402 234.082428 0.566813 2 137.326523 132.422745 467.036896 239.508636 0.600453 2 177.120422 114.807869 351.990265 210.063416 0.594633 2 175.109650 114.268723 354.688507 231.400589 0.687669 2 279.565857 77.567909 472.131622 199.576279 0.674638 2 176.611649 141.461563 428.357422 230.076340 0.883822 2 170.874451 146.670853 347.441467 240.291351 0.521439 2 175.180496 95.569031 471.313843 230.808792
003317,0.956610 17 2.037458 73.593803 244.095779 372.132996
003318,0.916151 16 157.690109 105.597740 307.162018 245.598862
003319,0.359836 7 18.646420 60.800060 225.042923 293.301056 0.355113 8 0.982001 0.056498 453.876495 314.838928 0.983916 7 77.118210 60.482677 217.282532 286.599884 0.790622 7 21.094397 61.801479 222.962769 289.074249 0.684471 8 147.544617 0.478911 451.853577 274.565552 0.465771 8 149.981186 -1.379778 451.145172 213.902542 0.515662 8 145.717377 0.593614 453.466522 279.316223 0.975302 8 147.020081 0.334365 452.404266 310.442505
003321,0.404823 6 96.688980 158.869843 214.138870 180.244705 0.393637 5 79.207687 143.749344 180.542496 177.787170 0.965813 6 438.340088 139.808792 495.609558 179.041260 0.820556 6 396.580505 147.163879 416.942474 169.897079 0.989785 6 298.611908 153.593719 357.064331 178.017654 0.903593 6 181.457993 158.713608 217.267990 178.695587 0.584087 5 73.329964 142.559631 183.844421 178.299286 0.786018 6 185.621689 159.622833 216.865997 178.594345 0.801424 6 396.927643 147.234634 417.358704 169.835068 0.927229 6 0.924329 167.734940 29.213600 181.614594 0.952373 6 86.616066 162.835037 150.463623 182.180191 0.628710 5 71.897003 139.243225 231.717789 178.031479 0.307681 5 69.247269 138.751617 229.512665 178.407959 0.729747 5 73.399529 143.777893 179.489960 177.007828 0.527717 6 91.770638 158.620911 215.620331 180.423019 0.965893 6 88.521568 163.919418 136.932343 182.322617 0.965223 6 245.448837 154.805664 275.882416 176.092575
003322,0.719247 10 337.639282 292.570984 480.096283 351.849487 0.366553 8 444.856201 255.288345 476.710815 302.583466 0.975181 8 145.294067 195.784088 191.315170 282.768250 0.338914 8 454.804779 234.821503 500.176086 370.541321 0.356010 8 147.393097 226.128906 187.754318 280.178314 0.453000 8 207.634842 197.173523 257.988434 274.216766 0.857510 10 192.894913 203.692947 267.409485 277.029022 0.952197 19 34.062119 136.035248 69.876389 168.931641 0.771804 19 0.800992 121.369934 24.193096 154.721954 0.957450 19 0.436302 171.740829 76.599937 256.522858 0.887985 10 191.853241 203.448196 269.399170 278.031616
003323,0.981893 8 51.732471 233.985809 182.364075 374.639374 0.959154 14 131.878998 122.337875 272.606598 374.229797 0.397643 8 345.835327 123.747032 449.490967 361.920776 0.969303 8 346.475159 121.764870 499.725067 366.085052 0.738452 8 348.916321 121.962494 459.075409 339.511292 0.769995 15 421.008301 79.701614 465.211914 137.611496 0.640150 8 352.102203 121.597366 438.669128 235.456650 0.889790 8 350.033813 122.032829 499.102356 363.568207 0.978688 8 343.070221 121.149109 452.666046 362.569336 0.462245 15 486.863800 90.319206 500.067596 137.583176 0.300611 8 441.891205 246.082657 500.075684 375.368744 0.398630 8 423.907959 113.994377 500.259644 255.695663 0.607335 8 428.545319 97.032814 500.035461 370.197784 0.834109 8 352.054352 115.982811 499.875061 360.848999 0.732857 15 417.499268 78.398087 482.274872 149.291290 0.959810 15 418.773224 79.030548 487.478271 143.535614 0.863176 8 47.429089 109.545326 115.544739 240.689438 0.938751 14 126.574753 123.558784 269.701050 374.428070 0.914149 14 312.733185 0.234358 398.040649 261.984985 0.491594 8 57.895065 234.959290 266.942963 375.961700 0.403664 10 72.782547 78.057320 356.265747 374.080597 0.822563 14 63.626923 122.400902 271.262085 374.864899 0.813934 15 420.583313 79.989914 465.989166 130.097839 0.899874 15 415.754700 79.285080 489.513123 142.435944 0.976952 14 130.205627 123.597054 270.645416 374.877075 0.987553 10 86.331070 127.613808 345.281982 372.176147 0.567213 14 275.064026 1.747996 398.682373 345.064758 0.959015 8 46.427174 109.769249 182.897797 374.079163 0.449963 15 454.256409 98.962944 490.397797 141.060898 0.887313 8 357.214783 126.784698 499.744873 367.770874 0.874265 8 445.747955 146.163544 500.164398 374.706177 0.809628 8 428.261139 143.421051 500.107880 354.182404 0.641434 14 296.102112 3.258068 396.591614 335.481720 0.547932 14 319.862854 -2.225932 399.532379 332.560577 0.768960 8 46.847298 109.816139 174.032532 248.758545 0.442320 14 232.974548 1.318183 399.531433 343.196014 0.994131 14 308.755371 1.762658 400.060272 342.873230
